https,urlLength,hostLength,pathLength,subdomains,usesIPAddress,digitCount,hyphenCount,underscoreCount,dotCount,keywordMatches,suspiciousTLD,label
1,23,8,7,1,0,0,0,0,2,0,0,1
1,181,15,108,1,0,15,1,1,2,0,0,1
1,24,14,1,0,0,0,0,0,1,0,0,0
0,35,28,0,1,0,5,1,0,2,0,0,1
1,19,10,1,0,0,0,0,0,1,0,0,1
1,22,7,7,0,0,1,0,0,1,0,0,1
1,31,21,1,0,0,0,0,0,1,0,0,0
1,28,18,1,0,0,0,0,0,1,0,0,0
1,17,7,1,0,0,0,0,0,1,0,0,0
0,115,0,47,0,0,13,2,0,0,0,0,1
1,24,14,1,0,0,0,0,0,1,0,0,0
1,27,17,1,1,0,0,1,0,2,0,0,0
1,18,8,1,0,0,0,0,0,1,0,0,0
1,21,6,7,0,0,0,1,0,1,0,0,1
1,37,7,7,0,0,1,0,0,1,0,0,1
1,24,14,1,0,0,0,0,0,1,0,0,0
1,19,9,1,0,0,0,0,0,1,0,0,0
1,20,10,1,0,0,0,0,0,1,0,0,0
1,19,9,1,0,0,1,0,0,1,0,0,0
1,22,7,7,0,0,0,0,0,1,0,0,1
1,62,17,23,1,0,3,0,2,2,0,0,1
1,21,6,7,0,0,1,1,0,1,0,0,1
0,29,22,0,1,0,8,0,0,2,0,0,1
1,28,18,1,0,0,0,0,0,1,0,0,0
1,26,16,1,1,0,0,0,0,2,1,0,0
1,27,17,1,0,0,0,0,0,1,0,0,0
1,31,21,1,0,0,0,1,0,1,0,0,0
1,21,6,7,0,0,0,1,0,1,0,0,1
1,21,6,7,0,0,0,1,0,1,0,0,1
1,21,6,7,0,0,0,1,0,1,0,0,1
1,17,7,1,0,0,0,0,0,1,0,0,0
1,22,12,1,0,0,0,0,0,1,0,0,0
1,20,10,1,0,0,0,0,0,1,0,0,0
0,58,50,1,1,0,23,1,0,2,0,0,1
1,21,6,7,0,0,0,1,0,1,0,0,1
1,21,11,1,0,0,0,0,0,1,0,0,0
1,25,16,1,1,0,0,0,0,2,0,0,1
1,21,11,1,0,0,0,0,0,1,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,24,14,1,0,0,0,0,0,1,0,0,0
1,175,15,108,1,0,23,1,0,2,0,0,1
1,20,10,1,0,0,0,0,0,1,0,0,0
1,20,10,1,0,0,0,0,0,1,0,0,0
1,19,9,1,0,0,0,0,0,1,0,0,0
1,43,34,1,1,0,7,0,0,2,0,0,1
1,29,20,1,1,0,0,0,0,2,0,0,1
1,75,24,1,1,0,18,1,0,2,0,0,1
1,21,11,1,0,0,0,1,0,1,0,0,0
1,20,10,1,0,0,0,0,0,1,0,0,0
1,21,11,1,0,0,1,0,0,1,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,56,33,11,1,0,7,1,0,2,0,0,1
1,22,7,7,0,0,0,0,0,1,0,0,1
1,23,8,7,1,0,0,0,0,2,0,0,1
1,27,17,1,0,0,0,0,0,1,0,0,0
1,175,15,108,1,0,17,2,0,2,0,0,1
0,262,39,57,1,0,37,10,4,2,0,0,1
1,51,21,22,2,0,0,0,0,3,0,0,1
1,175,15,108,1,0,16,1,1,2,0,0,1
1,23,13,1,1,0,0,0,0,2,0,0,0
1,20,10,1,0,0,0,0,0,1,0,0,0
1,19,9,1,0,0,0,0,0,1,0,0,0
1,16,6,1,0,0,0,0,0,1,0,0,0
1,22,12,1,0,0,0,1,0,1,0,0,0
1,41,32,1,1,0,1,0,0,2,0,0,1
1,21,11,1,0,0,0,0,0,1,0,0,0
1,18,8,1,0,0,1,0,0,1,0,0,0
1,20,10,1,0,0,0,0,0,1,0,0,0
1,17,7,1,0,0,0,0,0,1,0,0,0
1,42,29,5,1,0,0,2,0,2,0,0,1
0,46,34,1,1,0,10,2,0,2,0,0,1
1,17,7,1,0,0,0,0,0,1,0,0,0
1,29,20,1,1,0,0,1,0,2,0,0,1
1,38,23,7,1,0,0,0,0,2,1,0,1
1,25,15,1,0,0,0,0,0,1,0,0,0
1,20,10,1,0,0,0,0,0,1,0,0,0
1,187,18,11,1,0,25,2,0,2,0,0,1
1,21,11,1,0,0,0,1,0,1,0,0,0
1,18,8,1,0,0,0,0,0,1,0,1,0
1,21,6,7,0,0,0,1,0,1,0,0,1
1,20,10,1,0,0,3,0,0,1,0,0,0
1,42,14,20,1,0,15,0,0,2,0,0,1
1,31,22,1,1,0,0,0,0,2,0,0,1
1,35,25,1,0,0,0,0,0,1,0,0,0
1,20,10,1,0,0,0,0,0,1,0,0,0
1,22,12,1,0,0,0,1,0,1,0,0,0
1,23,13,1,0,0,0,0,0,1,0,0,0
1,35,9,18,0,0,3,0,0,1,0,0,1
1,23,8,7,1,0,0,0,0,2,0,0,1
1,33,24,1,1,0,1,0,0,2,0,0,1
1,31,22,1,1,0,4,2,0,2,0,0,1
1,43,34,1,1,0,0,0,0,2,0,0,1
1,22,7,7,0,0,0,0,0,1,0,0,1
1,45,36,1,1,0,0,0,0,2,0,0,1
1,22,7,7,0,0,0,0,0,1,0,0,1
1,22,12,1,0,0,0,0,0,1,0,0,0
1,20,10,1,0,0,0,0,0,1,0,0,0
1,28,18,1,0,0,0,0,0,1,0,0,0
1,23,13,1,0,0,0,0,0,1,0,0,0
1,51,21,22,2,0,4,0,0,3,0,0,1
1,131,15,108,1,0,10,4,0,2,0,0,1
1,26,16,1,0,0,0,0,0,1,0,0,0
1,16,6,1,0,0,0,0,0,1,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,23,8,7,1,0,0,0,0,2,0,0,1
1,19,9,1,0,0,0,0,0,1,0,0,0
1,27,18,1,1,0,0,0,0,2,0,0,1
1,21,11,1,1,0,0,0,0,2,0,0,0
1,24,14,1,0,0,0,0,0,1,0,0,0
1,25,15,1,0,0,0,0,0,1,0,0,0
1,175,15,108,1,0,19,2,2,2,0,0,1
1,21,6,7,0,0,0,1,0,1,0,0,1
1,22,7,7,0,0,0,0,0,1,0,0,1
1,25,15,1,0,0,0,0,0,1,0,0,0
1,35,26,1,1,0,0,0,0,2,0,0,1
1,26,16,1,0,0,0,0,0,1,0,0,0
1,176,15,108,1,0,21,3,0,2,0,0,1
1,22,13,1,0,0,3,0,0,1,0,1,1
1,36,27,1,1,0,0,0,0,2,0,0,1
1,22,12,1,0,0,0,0,0,1,0,0,0
1,29,20,1,1,0,0,0,0,2,0,0,1
1,21,11,1,0,0,1,0,0,1,0,0,0
1,23,8,7,1,0,1,0,0,2,0,0,1
1,24,14,1,0,0,0,0,0,1,0,0,0
1,23,13,1,0,0,0,0,0,1,0,0,0
1,24,14,1,0,0,0,0,0,1,0,0,0
1,23,13,1,0,0,0,0,0,1,0,0,0
0,26,18,1,0,0,0,1,0,1,0,0,1
1,22,7,7,0,0,1,0,0,1,0,0,1
1,21,12,1,1,0,0,0,0,2,0,0,1
1,17,7,1,0,0,0,0,0,1,0,0,0
1,167,15,108,1,0,24,2,1,2,0,0,1
1,23,8,7,1,0,2,0,0,2,0,0,1
1,51,21,22,2,0,3,0,0,3,0,0,1
1,40,16,16,1,0,0,0,0,2,0,0,1
1,29,20,1,1,0,0,1,0,2,0,0,1
1,218,32,178,3,0,57,8,0,4,0,0,1
0,42,35,0,2,0,5,0,0,3,0,0,1
1,25,15,1,0,0,0,0,0,1,0,0,0
1,36,28,0,1,0,1,0,0,2,0,0,1
1,20,10,1,0,0,0,0,0,1,0,0,0
1,175,15,108,1,0,19,2,1,2,0,0,1
1,23,8,7,1,0,0,0,0,2,0,0,1
1,36,27,1,1,0,2,0,0,2,0,0,1
1,22,7,7,0,0,0,0,0,1,0,0,1
1,21,11,1,0,0,0,0,0,1,0,0,0
1,28,19,1,1,0,0,0,0,2,0,0,1
1,69,49,12,1,0,0,1,0,2,0,0,1
1,45,16,21,1,0,0,0,0,2,0,0,1
1,178,15,108,1,0,17,2,3,2,0,0,1
1,33,24,1,1,0,0,1,0,2,0,0,1
1,149,74,1,2,0,21,0,0,3,0,0,1
1,28,19,1,1,0,0,1,0,2,0,0,1
1,20,10,1,0,0,0,0,0,1,0,0,0
1,175,15,108,1,0,20,3,0,2,0,0,1
1,32,23,1,1,0,7,0,0,2,0,0,1
1,20,10,1,1,0,0,0,0,2,0,0,0
1,39,25,6,1,0,0,1,0,2,0,0,1
1,19,9,1,0,0,0,0,0,1,0,0,0
1,31,18,5,1,0,0,0,0,2,0,0,1
0,46,38,1,1,0,0,2,1,2,0,0,1
1,25,15,1,0,0,0,0,0,1,0,0,0
1,19,9,1,0,0,0,0,0,1,0,0,0
1,18,8,1,0,0,1,0,0,1,0,0,0
1,18,8,1,0,0,0,0,0,1,0,0,0
1,22,7,7,0,0,0,0,0,1,0,0,1
1,43,23,12,1,0,7,1,0,2,0,0,1
1,38,16,14,1,0,1,0,0,2,0,0,1
1,25,15,1,0,0,0,0,0,1,0,0,0
0,32,25,0,1,0,2,1,0,2,0,0,1
1,62,43,11,1,0,20,1,0,2,0,0,1
1,24,14,1,0,0,0,0,0,1,0,0,0
1,35,26,1,1,0,0,0,0,2,0,0,1
1,21,6,7,0,0,1,1,0,1,0,0,1
1,45,31,6,1,0,0,2,0,2,0,0,1
1,46,7,2,1,0,2,1,0,2,0,0,1
1,21,6,7,0,0,0,1,0,1,0,0,1
1,76,16,37,1,0,1,0,1,2,1,0,1
1,30,20,1,0,0,0,0,0,1,0,0,0
1,26,16,1,0,0,0,0,0,1,0,0,0
1,24,14,1,0,0,0,0,0,1,0,0,0
1,38,29,1,1,0,4,0,0,2,0,0,1
1,167,15,108,1,0,16,1,1,2,0,0,1
1,18,8,1,0,0,0,0,0,1,0,0,0
1,23,8,7,1,0,0,0,0,2,0,0,1
1,31,18,5,1,0,0,0,0,2,0,0,1
1,45,36,1,1,0,0,0,0,2,0,0,1
1,20,10,1,0,0,0,0,0,1,1,0,0
1,175,15,108,1,0,19,1,2,2,0,0,1
1,22,7,7,0,0,2,0,0,1,0,0,1
1,33,24,1,1,0,0,1,0,2,1,0,1
1,47,34,5,1,0,0,1,0,2,0,0,1
1,53,34,11,1,0,0,0,0,2,0,0,1
1,18,8,1,0,0,0,0,0,1,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,27,17,1,0,0,0,0,0,1,0,0,0
1,17,7,1,0,0,0,0,0,1,0,0,0
1,21,6,7,0,0,0,1,0,1,0,0,1
1,36,26,1,0,0,0,0,0,1,0,0,0
1,176,7,1,0,0,16,2,1,1,0,0,1
0,50,42,1,1,0,7,4,0,2,0,0,1
1,54,16,1,1,0,5,0,0,2,1,0,1
1,31,19,4,1,0,0,1,0,2,0,1,1
1,30,20,1,0,0,0,0,0,1,0,0,0
1,18,8,1,0,0,0,0,0,1,0,0,0
1,22,7,7,0,0,1,0,0,1,0,0,1
1,20,10,1,0,0,0,0,0,1,0,0,0
1,49,15,1,1,0,1,0,0,2,0,0,1
1,64,17,17,0,0,3,0,0,1,0,0,1
1,19,9,1,1,0,0,0,0,2,0,0,0
1,43,25,10,1,0,4,0,0,2,0,0,1
1,21,6,7,0,0,0,1,0,1,0,0,1
1,18,8,1,0,0,0,0,0,1,0,0,0
1,175,15,108,1,0,20,1,2,2,0,0,1
1,25,15,1,0,0,0,0,0,1,0,0,0
1,47,38,1,1,0,5,4,0,2,0,0,1
1,25,15,1,0,0,0,0,0,1,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,46,7,2,1,0,1,1,0,2,0,0,1
1,52,9,10,0,0,5,1,0,1,0,0,1
1,23,13,1,1,0,0,0,0,2,0,0,0
1,44,27,9,1,0,0,2,0,2,1,0,1
1,59,21,30,1,0,9,2,0,2,0,0,1
1,24,14,1,0,0,0,0,0,1,0,0,0
1,79,24,47,2,0,10,0,0,3,0,0,1
1,22,12,1,1,0,0,0,0,2,0,0,0
1,25,15,1,1,0,0,0,0,2,0,0,0
1,19,9,1,0,0,0,0,0,1,0,0,0
1,26,18,0,1,0,0,0,0,2,1,0,1
0,43,21,15,1,0,0,1,0,2,0,0,1
1,24,14,1,0,0,0,0,0,1,0,0,0
1,61,43,10,1,0,23,1,0,2,0,0,1
1,22,12,1,0,0,0,0,0,1,0,0,0
1,38,12,18,0,0,3,0,0,1,0,0,1
1,175,15,108,1,0,17,1,3,2,0,0,1
1,22,7,7,0,0,0,0,0,1,0,0,1
1,114,37,23,1,0,2,2,9,2,0,0,1
1,18,8,1,0,0,0,0,0,1,0,0,0
1,23,13,1,0,0,0,0,0,1,0,0,0
1,18,8,1,0,0,0,0,0,1,0,0,0
1,22,12,1,0,0,0,0,0,1,0,0,0
1,25,15,1,0,0,4,0,0,1,0,0,0
0,56,48,1,1,0,4,5,0,2,0,0,1
1,21,13,0,0,0,3,0,0,1,0,1,1
1,47,31,1,0,0,0,0,0,1,0,0,1
1,23,13,1,0,0,0,0,0,1,0,0,0
1,39,30,1,1,0,0,0,0,2,0,0,1
1,29,19,1,0,0,0,0,0,1,0,0,0
1,175,15,108,1,0,19,5,1,2,0,0,1
1,22,12,1,1,0,0,0,0,2,0,0,0
1,16,6,1,0,0,2,0,0,1,0,0,0
1,23,13,1,0,0,0,0,0,1,0,0,0
1,18,8,1,0,0,0,0,0,1,0,0,0
1,46,31,7,1,0,0,0,0,2,0,1,1
1,30,21,1,1,0,0,1,0,2,0,0,1
1,16,6,1,0,0,0,0,0,1,0,0,0
1,38,27,3,1,0,0,2,0,2,0,0,1
1,19,9,1,0,0,0,0,0,1,0,0,0
1,22,7,7,0,0,0,0,0,1,0,0,1
1,20,10,1,0,0,0,0,0,1,0,0,0
1,25,15,1,0,0,0,0,0,1,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,26,16,1,0,0,0,0,0,1,0,0,0
1,25,15,1,0,0,0,0,0,1,0,0,0
1,41,32,1,0,0,0,2,0,1,0,0,1
1,24,14,1,1,0,0,0,0,2,0,0,0
1,28,19,1,1,0,0,0,0,2,0,0,1
1,30,20,1,0,0,0,0,0,1,0,0,0
1,20,6,6,0,0,2,0,0,1,0,0,1
1,21,6,7,0,0,0,1,0,1,0,0,1
1,23,13,1,0,0,0,0,0,1,0,0,0
1,21,13,0,1,0,0,0,0,2,0,0,1
1,20,10,1,0,0,0,0,0,1,0,0,0
1,33,23,1,0,0,0,0,0,1,0,0,0
0,40,33,0,1,0,9,2,0,2,0,0,1
1,20,10,1,0,0,4,0,0,1,0,0,0
1,62,43,11,1,0,20,1,0,2,0,0,1
1,21,11,1,0,0,0,0,0,1,0,0,0
1,192,37,25,1,0,39,4,6,2,0,0,1
1,28,18,1,0,0,0,0,0,1,0,0,0
0,81,74,0,2,0,10,0,0,3,0,0,1
1,26,16,1,0,0,0,0,0,1,0,0,0
1,41,32,1,1,0,0,2,0,2,0,0,1
1,23,13,1,0,0,0,0,0,1,0,0,0
1,30,20,1,0,0,0,1,0,1,0,0,0
1,51,26,13,1,0,5,0,0,2,0,0,1
1,23,4,11,0,0,3,0,0,1,0,0,1
1,47,38,1,1,0,7,4,0,2,0,0,1
1,24,14,1,1,0,0,0,0,2,0,0,0
1,131,15,64,1,0,12,3,0,2,0,0,1
1,23,8,7,1,0,0,0,0,2,0,0,1
1,24,14,1,1,0,0,0,0,2,0,0,0
1,40,25,7,1,0,1,0,0,2,0,0,1
0,27,20,0,0,0,0,0,0,1,0,0,1
1,38,29,1,1,0,2,1,0,2,0,0,1
1,59,21,30,1,0,6,1,0,2,0,0,1
1,22,6,8,0,0,3,0,0,1,0,0,1
1,40,32,0,1,0,0,3,0,2,0,0,1
1,24,14,1,0,0,0,0,0,1,0,0,0
1,26,16,1,0,0,0,0,0,1,0,0,0
1,175,15,108,1,0,27,1,2,2,0,0,1
1,24,14,1,0,0,0,0,0,1,0,0,0
1,21,6,7,0,0,0,1,0,1,0,0,1
1,111,39,10,3,0,19,2,0,4,0,0,1
1,35,27,0,1,0,0,1,0,2,0,0,1
1,24,14,1,0,0,0,0,0,1,0,0,0
1,34,25,1,1,0,2,0,0,2,0,0,1
1,38,29,1,1,0,6,0,0,2,2,0,1
1,44,35,1,1,0,0,0,0,2,0,0,1
1,22,7,7,0,0,0,0,0,1,0,0,1
0,44,36,1,1,0,6,4,0,2,0,0,1
1,30,21,1,1,0,6,1,0,2,0,0,1
1,20,5,7,0,0,2,0,0,1,0,0,1
1,19,9,1,0,0,0,0,0,1,0,0,0
1,25,15,1,0,0,0,1,0,1,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,62,43,11,1,0,25,1,0,2,0,0,1
1,21,6,7,0,0,2,1,0,1,0,0,1
1,178,15,108,1,0,18,3,1,2,0,0,1
1,44,35,1,1,0,0,0,0,2,0,0,1
1,30,21,1,2,0,0,0,0,3,0,0,1
1,19,9,1,0,0,0,0,0,1,0,0,0
1,26,16,1,0,0,0,0,0,1,0,0,0
1,24,14,1,0,0,0,0,0,1,0,0,0
1,29,20,1,1,0,0,0,0,2,0,0,1
1,27,17,1,1,0,0,1,0,2,0,0,0
1,22,6,8,0,0,2,0,0,1,0,0,1
1,23,13,1,0,0,0,1,0,1,0,0,0
1,17,7,1,0,0,0,0,0,1,0,0,0
1,23,8,7,1,0,1,0,0,2,0,0,1
1,31,21,1,0,0,0,0,0,1,0,0,0
1,173,15,108,1,0,20,1,1,2,0,0,1
1,21,11,1,0,0,0,0,0,1,0,0,0
1,22,12,1,0,0,0,0,0,1,0,0,0
1,181,15,108,1,0,15,1,0,2,0,0,1
1,71,18,45,1,0,24,4,0,2,0,0,1
1,15,5,1,0,0,0,0,0,1,0,0,0
1,22,7,7,0,0,1,0,0,1,0,0,1
0,23,7,9,0,0,0,0,0,1,0,0,1
1,23,13,1,0,0,0,0,0,1,0,0,0
1,21,6,7,0,0,0,1,0,1,0,0,1
1,38,29,1,1,0,0,1,0,2,0,0,1
1,210,45,1,4,0,21,1,5,5,0,0,1
1,31,21,1,0,0,0,0,0,1,0,0,0
1,20,10,1,0,0,0,0,0,1,0,0,0
0,32,20,5,1,0,0,1,0,2,0,0,1
1,16,7,1,0,0,0,0,0,1,0,0,1
1,23,13,1,0,0,0,0,0,1,0,0,0
1,24,14,1,0,0,0,0,0,1,1,0,0
1,144,15,72,1,0,19,5,0,2,0,0,1
1,59,21,30,1,0,9,1,0,2,0,0,1
1,39,15,16,1,0,15,0,0,2,0,0,1
1,23,13,1,0,0,0,0,0,1,0,0,0
1,25,15,1,1,0,0,0,0,2,0,0,0
1,26,16,1,0,0,0,0,0,1,0,0,0
1,20,10,1,0,0,0,0,0,1,0,0,0
1,23,13,1,0,0,0,0,0,1,0,0,0
1,22,7,7,0,0,0,0,0,1,0,0,1
1,32,23,1,1,0,6,1,0,2,0,0,1
1,39,30,1,1,0,0,1,0,2,0,0,1
1,25,16,1,0,0,0,1,0,1,0,0,1
1,175,15,108,1,0,22,2,0,2,0,0,1
1,24,16,0,1,0,0,0,0,2,0,0,1
1,23,13,1,0,0,0,0,0,1,0,0,0
1,42,11,23,0,0,7,0,0,1,0,0,1
1,22,6,8,0,0,1,0,0,1,0,0,1
1,19,9,1,0,0,0,0,0,1,0,0,0
1,19,9,1,0,0,0,0,0,1,0,0,0
1,22,7,7,0,0,0,0,0,1,0,0,1
1,22,7,7,0,0,0,0,0,1,0,0,1
1,23,4,11,0,0,1,0,0,1,0,0,1
1,131,15,108,1,0,16,2,2,2,0,0,1
1,23,13,1,0,0,0,0,0,1,0,0,0
1,23,13,1,0,0,0,1,0,1,0,0,0
1,22,12,1,0,0,0,0,0,1,0,0,0
1,20,10,1,0,0,0,0,0,1,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,27,17,1,0,0,0,0,0,1,0,0,0
1,41,27,6,1,0,0,3,0,2,0,0,1
1,23,13,1,0,0,0,1,0,1,0,0,0
1,23,13,1,0,0,0,1,0,1,0,0,0
1,21,6,7,0,0,1,1,0,1,0,0,1
1,22,7,7,0,0,0,0,0,1,0,0,1
1,48,39,1,1,0,3,4,0,2,0,0,1
1,16,6,1,0,0,0,0,0,1,0,0,0
1,19,9,1,0,0,0,0,0,1,0,0,0
1,18,8,1,0,0,0,0,0,1,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,18,8,1,0,0,0,0,0,1,0,0,0
1,26,16,1,0,0,0,0,0,1,0,0,0
1,56,37,11,1,0,0,1,0,2,0,0,1
1,31,22,1,1,0,0,0,0,2,1,0,1
1,17,7,1,0,0,0,0,0,1,0,0,0
1,21,6,7,0,0,1,1,0,1,0,0,1
1,16,6,1,0,0,0,0,0,1,0,0,0
1,24,14,1,0,0,0,0,0,1,0,0,0
1,20,10,1,0,0,0,0,0,1,0,0,0
1,19,9,1,0,0,0,0,0,1,0,0,0
1,51,17,1,1,0,0,0,0,2,0,0,1
1,45,23,14,1,0,3,0,0,2,0,0,1
1,21,6,7,0,0,0,1,0,1,0,0,1
1,38,18,12,1,0,6,1,0,2,0,0,1
1,22,12,1,1,0,0,0,0,2,0,0,0
1,76,25,1,1,0,25,1,0,2,0,0,1
1,19,9,1,0,0,0,0,0,1,0,0,0
1,31,21,1,0,0,2,0,0,1,0,0,0
1,19,9,1,0,0,0,0,0,1,0,0,0
1,29,19,1,0,0,0,0,0,1,0,0,0
1,23,8,7,1,0,0,0,0,2,0,0,1
1,26,16,1,1,0,3,1,0,2,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,16,6,1,0,0,0,0,0,1,0,0,0
1,17,7,1,0,0,0,0,0,1,0,0,0
1,35,22,5,1,0,0,0,0,2,0,0,1
1,20,10,1,0,0,2,0,0,1,0,0,0
1,32,23,1,1,0,0,0,0,2,0,0,1
1,22,7,7,0,0,1,0,0,1,0,0,1
1,23,8,7,1,0,0,0,0,2,0,0,1
1,20,10,1,0,0,0,0,0,1,0,0,0
1,26,16,1,0,0,0,0,0,1,0,0,0
1,23,13,1,1,0,0,0,0,2,0,0,0
1,20,10,1,0,0,0,0,0,1,0,0,0
1,33,24,1,1,0,3,0,0,2,0,0,1
1,18,8,1,0,0,0,0,0,1,0,0,0
1,29,20,1,1,0,0,0,0,2,0,0,1
1,19,9,1,0,0,0,0,0,1,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,23,13,1,0,0,0,0,0,1,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,75,24,1,1,0,25,1,0,2,0,0,1
1,21,11,1,0,0,0,0,0,1,0,0,0
1,20,10,1,1,0,0,0,0,2,0,0,0
1,31,22,1,0,0,0,0,0,1,0,0,1
1,47,12,27,1,0,3,0,0,2,0,0,1
1,36,11,17,0,0,1,1,0,1,0,0,1
1,42,16,18,1,0,0,0,0,2,0,0,1
1,29,19,1,1,0,0,0,0,2,0,0,0
1,22,12,1,0,0,0,0,0,1,0,0,0
1,37,18,11,0,0,0,0,0,1,0,0,1
0,31,24,0,1,0,0,0,0,2,1,0,1
1,22,12,1,0,0,0,0,0,1,0,0,0
1,19,9,1,0,0,0,0,0,1,0,0,0
1,61,16,37,1,0,0,0,0,2,0,0,1
1,45,30,7,1,0,0,0,0,2,0,1,1
1,29,19,1,0,0,0,0,0,1,0,0,0
1,20,10,1,0,0,0,0,0,1,0,0,0
1,22,7,7,0,0,0,0,0,1,0,0,1
1,33,24,1,1,0,1,0,0,2,0,0,1
1,23,13,1,0,0,0,0,0,1,0,0,0
1,21,6,7,0,0,1,1,0,1,0,0,1
1,31,21,1,0,0,0,0,0,1,0,0,0
1,28,19,1,1,0,0,1,0,2,0,0,1
1,25,17,0,0,0,0,0,0,1,0,0,1
1,27,17,1,0,0,0,0,0,1,0,0,0
1,25,15,1,0,0,0,0,0,1,0,0,0
1,43,34,1,1,0,0,0,0,2,0,0,1
1,26,16,1,1,0,0,0,0,2,0,0,0
1,23,13,1,0,0,0,0,0,1,0,0,0
1,17,7,1,0,0,0,0,0,1,0,0,0
1,20,10,1,0,0,0,0,0,1,0,0,0
1,21,6,7,0,0,0,1,0,1,0,0,1
1,32,23,1,1,0,0,0,0,2,0,0,1
1,49,23,18,1,0,13,1,0,2,0,0,1
1,20,10,1,0,0,0,0,0,1,0,0,0
1,19,9,1,0,0,0,0,0,1,0,0,0
1,23,13,1,0,0,2,1,0,1,0,0,0
1,20,10,1,1,0,0,0,0,2,0,0,0
1,20,10,1,0,0,0,0,0,1,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,18,8,1,0,0,0,0,0,1,0,0,0
1,42,33,1,1,0,0,0,0,2,0,0,1
1,17,7,1,0,0,0,0,0,1,0,0,0
1,21,6,7,0,0,1,1,0,1,0,0,1
1,44,11,25,1,0,8,1,0,2,0,0,1
1,28,18,1,0,0,0,2,0,1,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,31,22,1,1,0,7,0,0,2,0,0,1
1,21,6,7,0,0,0,1,0,1,0,0,1
1,50,20,10,2,0,7,0,0,3,0,0,1
1,21,6,7,0,0,0,1,0,1,0,0,1
1,48,39,1,1,0,0,1,0,2,0,0,1
1,22,7,7,0,0,1,0,0,1,0,0,1
1,20,10,1,0,0,0,0,0,1,0,0,0
1,27,18,1,1,0,2,0,0,2,0,0,1
1,21,6,7,0,0,1,1,0,1,0,0,1
1,96,31,57,1,0,8,7,0,2,0,0,1
1,23,13,1,0,0,0,0,0,1,0,0,0
1,21,11,1,1,0,0,0,0,2,0,0,0
1,30,20,1,0,0,0,0,0,1,1,0,0
1,29,19,1,0,0,0,0,0,1,0,0,0
1,19,9,1,0,0,3,0,0,1,0,0,0
1,24,14,1,0,0,0,0,0,1,0,0,0
1,39,25,6,1,0,0,2,0,2,0,0,1
1,133,31,10,2,0,18,2,4,3,1,0,1
1,18,8,1,0,0,0,0,0,1,0,0,0
1,22,12,1,0,0,0,0,0,1,0,0,0
1,47,34,5,1,0,0,1,0,2,0,0,1
1,40,26,6,1,0,0,2,0,2,0,0,1
1,33,24,1,1,0,13,0,0,2,0,0,1
1,27,18,1,1,0,0,1,0,2,0,0,1
1,247,12,5,1,0,54,4,0,2,0,0,1
1,26,16,1,1,0,0,1,0,2,0,0,0
1,19,9,1,0,0,0,0,0,1,0,0,0
0,61,23,31,2,0,2,0,0,3,0,0,1
1,24,14,1,0,0,0,0,0,1,0,0,0
1,40,27,5,1,0,0,1,0,2,0,0,1
1,77,46,1,1,0,14,0,0,2,0,0,1
1,24,14,1,0,0,0,0,0,1,0,0,0
1,22,7,7,0,0,0,0,0,1,0,0,1
1,83,74,1,2,0,7,0,0,3,0,0,1
1,20,10,1,0,0,0,0,0,1,0,0,0
1,22,7,7,0,0,2,0,0,1,0,0,1
1,83,74,1,2,0,7,0,0,3,0,0,1
1,37,28,1,1,0,0,0,0,2,0,0,1
1,190,15,108,1,0,19,3,4,2,0,0,1
1,23,13,1,0,0,0,1,0,1,0,0,0
1,22,12,1,0,0,0,0,0,1,0,0,0
1,22,12,1,0,0,0,0,0,1,0,0,0
1,19,9,1,0,0,1,0,0,1,0,0,0
1,21,11,1,1,0,0,0,0,2,0,0,0
0,41,28,6,1,0,0,2,0,2,0,0,1
1,26,16,1,0,0,0,0,0,1,0,0,0
1,111,40,1,1,0,9,2,3,2,0,0,1
1,23,13,1,0,0,0,0,0,1,0,0,0
1,23,8,7,1,0,0,0,0,2,0,0,1
1,22,12,1,0,0,0,0,0,1,0,0,0
1,24,14,1,0,0,0,0,0,1,0,0,0
1,28,19,1,1,0,0,1,0,2,0,0,1
1,20,10,1,1,0,0,0,0,2,0,0,0
1,25,15,1,0,0,0,0,0,1,0,0,0
1,28,11,9,0,0,2,0,0,1,0,0,1
1,26,16,1,0,0,0,1,0,1,0,0,0
1,38,29,1,1,0,6,2,0,2,0,0,1
1,18,8,1,0,0,0,0,0,1,0,0,0
